[03:11:01] [Client thread/ERROR]: Can't find the resource index file: assets\indexes\1.8.9.json
[03:11:01] [Client thread/INFO]: Setting user: Player687
[03:11:01] [Client thread/INFO]: (Session ID is token:0:Player687)
[03:11:01] [Client thread/INFO]: [OptiFine] *** Reflector Forge ***
[03:11:01] [Client thread/INFO]: [OptiFine] *** Reflector Vanilla ***
[03:11:01] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.fml.common.eventhandler.Event$Result
[03:11:01] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraft.launchwrapper.Launch
[03:11:01] [Client thread/INFO]: LWJGL Version: 2.9.4
[03:11:02] [Client thread/INFO]: [OptiFine] 
[03:11:02] [Client thread/INFO]: [OptiFine] OptiFine_1.8.9_HD_U_M5
[03:11:02] [Client thread/INFO]: [OptiFine] Build: null
[03:11:02] [Client thread/INFO]: [OptiFine] OS: Windows 11 (amd64) version 10.0
[03:11:02] [Client thread/INFO]: [OptiFine] Java: 1.8.0_372, Amazon.com Inc.
[03:11:02] [Client thread/INFO]: [OptiFine] VM: OpenJDK 64-Bit Server VM (mixed mode), Amazon.com Inc.
[03:11:02] [Client thread/INFO]: [OptiFine] LWJGL: 2.9.4
[03:11:02] [Client thread/INFO]: [OptiFine] OpenGL: NVIDIA GeForce GTX 1660/PCIe/SSE2, version 4.6.0 NVIDIA 531.18, NVIDIA Corporation
[03:11:02] [Client thread/INFO]: [OptiFine] OpenGL Version: 4.6.0
[03:11:02] [Client thread/INFO]: [OptiFine] Maximum texture size: 32768x32768
[03:11:02] [VersionCheck/INFO]: [OptiFine] Checking for new version
[03:11:02] [Client thread/INFO]: [Shaders] OpenGL Version: 4.6.0 NVIDIA 531.18
[03:11:02] [Client thread/INFO]: [Shaders] Vendor:  NVIDIA Corporation
[03:11:02] [Client thread/INFO]: [Shaders] Renderer: NVIDIA GeForce GTX 1660/PCIe/SSE2
[03:11:02] [Client thread/INFO]: [Shaders] Capabilities:  2.0  2.1  3.0  3.2  4.0 
[03:11:02] [Client thread/INFO]: [Shaders] GL_MAX_DRAW_BUFFERS: 8
[03:11:02] [Client thread/INFO]: [Shaders] GL_MAX_COLOR_ATTACHMENTS_EXT: 8
[03:11:02] [Client thread/INFO]: [Shaders] GL_MAX_TEXTURE_IMAGE_UNITS: 32
[03:11:02] [Client thread/INFO]: [Shaders] Load shaders configuration.
[03:11:02] [Client thread/INFO]: [Shaders] Loaded shaderpack: ComplementaryShaders_v4.0.2.zip
[03:11:02] [Client thread/INFO]: [OptiFine] [Shaders] Worlds: -31, -30, -29, -28, -27, -23, -1, 1, 2, 5, 7, 10, 17, 20, 50, 51, 52, 53
[03:11:02] [VersionCheck/INFO]: [OptiFine] Version found: M5
[03:11:19] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.fml.common.Loader
[03:11:19] [Client thread/INFO]: [OptiFine] [Shaders] Parsing block mappings: /shaders/block.properties
[03:11:19] [Client thread/WARN]: [OptiFine] [Shaders] Invalid block ID mapping: block.12345=
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: pvj:leaves_fir
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: pvj:leaves_pine
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: pvj:leaves_aspen
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: pvj:leaves_red_maple
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: pvj:leaves_orange_maple
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: pvj:leaves_baobab
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: pvj:leaves_cottonwood
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: pvj:leaves_juniper
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: pvj:leaves_juniper_berried
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: pvj:leaves_white_cherry_blossom
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: pvj:leaves_pink_cherry_blossom
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: pvj:leaves_jacaranda
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: tconstruct:slime_vine_purple_mid
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: tconstruct:slime_vine_purple
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: tconstruct:slime_vine_purple_end
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: tconstruct:slime_vine_blue
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: tconstruct:slime_vine_blue_mid
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: tconstruct:slime_vine_blue_end
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: biomesoplenty:willow_vine
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: tconstruct:slime_vine_blue
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: tconstruct:slime_vine_blue_mid
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: tconstruct:slime_vine_blue_end
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: biomesoplenty:willow_vine
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: biomesoplenty:ivy
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: iceandfire:myrmex_desert_biolight
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: iceandfire:myrmex_jungle_biolight
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: pvj:frogbit
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: pvj:duckweed
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: biomesoplenty:waterlily
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: xreliquary:fertile_lilypad
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: 113_water_mechanics:downwards_bubble_column
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: 113_water_mechanics:upwards_bubble_column
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: bubble_elevator:bubble_column
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: magma_bubble_column:magma_bubble_column
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:end_gateway
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:grass_path
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:mossy_cobblestone_stairs
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:mossy_cobblestone_wall
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:purpur_block
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:purpur_pillar
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:purpur_stairs
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:purpur_slab
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:purpur_double_slab
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:bone_block
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:red_nether_brick
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:chorus_plant
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:chorus_flower
[03:11:19] [Client thread/WARN]: [OptiFine] [Shaders] Invalid block ID mapping: block.10220=minecraft:chorus_plant minecraft:chorus_flower:age=5
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:chorus_flower
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:chorus_flower
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:chorus_flower
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:chorus_flower
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:chorus_flower
[03:11:19] [Client thread/WARN]: [OptiFine] [Shaders] Invalid block ID mapping: block.10221=minecraft:chorus_flower:age=0 minecraft:chorus_flower:age=1 minecraft:chorus_flower:age=2 minecraft:chorus_flower:age=3 minecraft:chorus_flower:age=4
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:end_bricks
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:carved_pumpkin
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:concrete
[03:11:19] [Client thread/WARN]: [OptiFine] [Shaders] Invalid block ID mapping: block.10224=minecraft:concrete
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:concrete_powder
[03:11:19] [Client thread/WARN]: [OptiFine] [Shaders] Invalid block ID mapping: block.10225=minecraft:concrete_powder
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:target
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:white_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:orange_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:magenta_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:light_blue_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:yellow_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:lime_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:pink_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:gray_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:light_gray_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:cyan_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:purple_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:blue_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:brown_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:green_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:red_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:black_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] [Shaders] Invalid block ID mapping: block.10234=minecraft:white_glazed_terracotta minecraft:orange_glazed_terracotta minecraft:magenta_glazed_terracotta minecraft:light_blue_glazed_terracotta minecraft:yellow_glazed_terracotta minecraft:lime_glazed_terracotta minecraft:pink_glazed_terracotta minecraft:gray_glazed_terracotta minecraft:light_gray_glazed_terracotta minecraft:cyan_glazed_terracotta minecraft:purple_glazed_terracotta minecraft:blue_glazed_terracotta minecraft:brown_glazed_terracotta minecraft:green_glazed_terracotta minecraft:red_glazed_terracotta minecraft:black_glazed_terracotta
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:magma
[03:11:19] [Client thread/WARN]: [OptiFine] [Shaders] Invalid block ID mapping: block.11003=minecraft:magma
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:end_rod
[03:11:19] [Client thread/WARN]: [OptiFine] [Shaders] Invalid block ID mapping: block.11009=minecraft:end_rod
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:redstone_wall_torch
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:observer
[03:11:19] [Client thread/WARN]: [OptiFine] [Shaders] Invalid block ID mapping: block.11015=minecraft:observer
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:chain_command_block
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:repeating_command_block
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Block not found for name: minecraft:wall_torch
[03:11:19] [Client thread/INFO]: [OptiFine] [Shaders] Parsing item mappings: /shaders/item.properties
[03:11:19] [Client thread/INFO]: [OptiFine] [Shaders] Parsing entity mappings: /shaders/entity.properties
[03:11:19] [Client thread/WARN]: [OptiFine] Shaders: Entity not found: minecraft:lightning_bolt
[03:11:19] [Client thread/WARN]: [OptiFine] [Shaders] Invalid entity ID mapping: entity.10101=minecraft:lightning_bolt
[03:11:19] [Client thread/WARN]: [OptiFine] Invalid shader option: AMBIENT_AI
[03:11:19] [Client thread/WARN]: [OptiFine] Invalid shader option: WEATHER_DR
[03:11:19] [Client thread/WARN]: [OptiFine] Invalid shader option: WEATHER_DG
[03:11:19] [Client thread/WARN]: [OptiFine] Invalid shader option: WEATHER_DB
[03:11:19] [Client thread/WARN]: [OptiFine] Invalid shader option: WEATHER_DI
[03:11:19] [Client thread/WARN]: [OptiFine] Invalid shader option: WEATHER_SR
[03:11:19] [Client thread/WARN]: [OptiFine] Invalid shader option: WEATHER_SG
[03:11:19] [Client thread/WARN]: [OptiFine] Invalid shader option: WEATHER_SB
[03:11:19] [Client thread/WARN]: [OptiFine] Invalid shader option: WEATHER_SI
[03:11:19] [Client thread/WARN]: [OptiFine] Invalid shader option: EMISSIVE_BRIGHTNESS
[03:11:19] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.fml.client.SplashProgress
[03:11:20] [Client thread/INFO]: [Shaders] Custom texture: texture.gbuffers.gaux4 = tex/galaxy.png
[03:11:20] [Client thread/INFO]: [Shaders] Custom texture: texture.composite.depthtex2 = tex/overlay.png
[03:11:20] [Client thread/INFO]: [Shaders] Custom uniform: framemod8
[03:11:20] [Client thread/INFO]: [Shaders] Custom uniform: timeAngle
[03:11:20] [Client thread/INFO]: [Shaders] Custom uniform: timeBrightness
[03:11:20] [Client thread/INFO]: [Shaders] Custom uniform: moonBrightness
[03:11:20] [Client thread/INFO]: [Shaders] Custom uniform: shadowFade
[03:11:20] [Client thread/INFO]: [Shaders] Custom uniform: rainStrengthS
[03:11:20] [Client thread/INFO]: [Shaders] Custom uniform: isDry
[03:11:20] [Client thread/WARN]: [Shaders] net.optifine.expr.ParseException: Model variable not found: biome_precipitation
[03:11:20] [Client thread/INFO]: [Shaders] Custom uniform: isRainy
[03:11:20] [Client thread/WARN]: [Shaders] net.optifine.expr.ParseException: Model variable not found: biome_precipitation
[03:11:20] [Client thread/INFO]: [Shaders] Custom uniform: isSnowy
[03:11:20] [Client thread/WARN]: [Shaders] net.optifine.expr.ParseException: Model variable not found: biome_precipitation
[03:11:20] [Client thread/INFO]: [Shaders] Custom variable: blindFactorSqrt
[03:11:20] [Client thread/INFO]: [Shaders] Custom uniform: blindFactor
[03:11:20] [Client thread/INFO]: [Shaders] Custom variable: difX
[03:11:20] [Client thread/INFO]: [Shaders] Custom variable: difY
[03:11:20] [Client thread/INFO]: [Shaders] Custom variable: difZ
[03:11:20] [Client thread/INFO]: [Shaders] Custom variable: difSum
[03:11:20] [Client thread/INFO]: [Shaders] Custom variable: moving
[03:11:20] [Client thread/INFO]: [Shaders] Custom variable: moved
[03:11:20] [Client thread/INFO]: [Shaders] Custom uniform: starter
[03:11:20] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.model.Attributes
[03:11:20] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.model.pipeline.LightUtil
[03:11:20] [Client thread/INFO]: Reloading ResourceManager: Default, !Dynamic Duo Rose Gold.zip
[03:11:20] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: optifine.OptiFineClassTransformer
[03:11:20] [Client thread/INFO]: [OptiFine] *** Reloading textures ***
[03:11:20] [Client thread/INFO]: [OptiFine] Resource packs: !Dynamic Duo Rose Gold.zip
[03:11:20] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.client.renderer.vertex.VertexFormatElement$EnumUsage.preDraw
[03:11:20] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.client.renderer.vertex.VertexFormatElement$EnumUsage.postDraw
[03:11:20] [Client thread/ERROR]: Couldn't initialize twitch stream
[03:11:20] [Sound Library Loader/INFO]: Starting up SoundSystem...
[03:11:20] [Client thread/INFO]: [OptiFine] Loading mcpatcher/font/ascii.properties
[03:11:20] [Client thread/INFO]: [OptiFine] Loading mcpatcher/font/ascii_sga.properties
[03:11:20] [Thread-6/INFO]: Initializing LWJGL OpenAL
[03:11:20] [Thread-6/INFO]: (The LWJGL binding of OpenAL.  For more information, see http://www.lwjgl.org)
[03:11:20] [Thread-6/INFO]: OpenAL initialized.
[03:11:21] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.ForgeHooksClient
[03:11:21] [Sound Library Loader/INFO]: Sound engine started
[03:11:21] [Client thread/INFO]: [OptiFine] Mipmap levels: 4
[03:11:21] [Client thread/INFO]: [OptiFine] Multitexture: false
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass black/glass_black.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass blue/glass_blue.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass brown/glass_brown.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass cyan/glass_cyan.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass gray/glass_gray.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass green/glass_green.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass light blue/glass_light_blue.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass lime/glass_lime.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass magenta/glass_magenta.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass orange/glass_orange.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass pink/glass_pink.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass purple/glass_purple.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass red/glass_red.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass silver/glass_silver.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass white/glass_white.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass yellow/glass_yellow.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/Black Glass/glass_black.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/Blue Glass/glass_blue.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/Brown Glass/glass_brown.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/Cyan Glass/glass_cyan.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/Green Glass/glass_green.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/Grey Glass/glass_gray.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/Light Blue Glass/glass_light_blue.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/Light Grey Glass/glass_silver.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/Lime Glass/glass_lime.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/Magenta Glass/glass_magenta.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/Normal/glass.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/Orange Glass/glass_orange.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/Pink Glass/glass_pink.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/Purple Glass/glass_purple.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/Red Glass/glass_red.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/White Glass/glass_white.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/Yellow Glass/glass_yellow.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass/glass.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_clear/glass.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_stained/glass_black/glass_black.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_stained/glass_blue/glass_blue.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_stained/glass_brown/glass_brown.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_stained/glass_cyan/glass_cyan.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_stained/glass_gray/glass_gray.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_stained/glass_green/glass_green.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_stained/glass_light_blue/glass_light_blue.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_stained/glass_lime/glass_lime.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_stained/glass_magenta/glass_magenta.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_stained/glass_orange/glass_orange.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_stained/glass_pink/glass_pink.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_stained/glass_purple/glass_purple.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_stained/glass_red/glass_red.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_stained/glass_silver/glass_silver.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_stained/glass_white/glass_white.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/glass_stained/glass_yellow/glass_yellow.properties
[03:11:21] [Client thread/INFO]: [OptiFine] Multipass connected textures: false
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/default/0_glass_white/glass_pane_white.properties
[03:11:21] [Client thread/INFO]: [OptiFine] ConnectedTextures: mcpatcher/ctm/default/0_glass_white/glass_white.properties
[03:11:21] [Client thread/INFO]: [OptiFine] Multipass connected textures: false
[03:11:21] [Client thread/INFO]: [OptiFine] BetterGrass: Parsing default configuration optifine/bettergrass.properties
[03:11:23] [Client thread/INFO]: Created: 4096x2048 textures-atlas
[03:11:23] [Client thread/INFO]: [Shaders] allocateTextureMap 4 4096 2048 
[03:11:23] [Client thread/INFO]: [OptiFine] Animated sprites: 19
[03:11:23] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.model.ModelLoader
[03:11:23] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.ItemModelMesherForge
[03:11:23] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.fml.client.registry.RenderingRegistry
[03:11:23] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.common.ForgeModContainer
[03:11:23] [Client thread/INFO]: Starting ViaMCP...
[03:11:24] [Via-Mappingloader-0/INFO]: Loading block connection mappings ...
[03:11:24] [Client thread/INFO]: Loaded Platform ViaVersion
[03:11:24] [Client thread/INFO]: Loading translations...
[03:11:24] [Client thread/INFO]: Registering protocols...
[03:11:24] [Client thread/INFO]: Loaded Platform ViaBackwards
[03:11:24] [Client thread/INFO]: Loaded Platform ViaRewind
[03:11:24] [Client thread/INFO]: ViaVersion detected lowest supported version by the proxy: 1.4.6/7 (51)
[03:11:24] [Client thread/INFO]: Highest supported version by the proxy: 1.20 (763)
[03:11:24] [Client thread/WARN]: You are running an outdated Java version, please consider updating it to at least Java 17 (your version is 1.8.0_372). At some point in the future, ViaVersion will no longer be compatible with this version of Java.
[03:11:24] [Via Async Scheduler 0/INFO]: Finished mapping loading, shutting down loader executor!
[03:11:24] [Client thread/INFO]: ViaLoadingBase has loaded 3/3 platforms
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.fml.client.GuiModList
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: mods.betterfoliage.client.BetterFoliageClient
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.fml.common.asm.transformers.BlamingTransformer
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.event.world.ChunkWatchEvent$UnWatch
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.fml.relauncher.CoreModManager
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.common.DimensionManager
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.event.GuiScreenEvent$DrawScreenEvent$Pre
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.event.GuiScreenEvent$DrawScreenEvent$Post
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.event.EntityViewRenderEvent$CameraSetup
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.event.EntityViewRenderEvent$FogColors
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.fml.common.eventhandler.Event
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.fml.common.eventhandler.EventBus
